,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Vertex 1,Vertex 2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,ID,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),Tweet,URLs in Tweet,Domains in Tweet,Hashtags in Tweet,Tweet Date (UTC),Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,Edge Weight
xpedition51,us,,,,,,,,,,422,,,Mentions,4/30/2019 21:58,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 21:58,https://twitter.com/#!/xpedition51/status/1123345911059484672,,,1123345911059484672,,1
xpedition51,natlparkservice,,,,,,,,,,423,,,Mentions,4/30/2019 21:58,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 21:58,https://twitter.com/#!/xpedition51/status/1123345911059484672,,,1123345911059484672,,1
xpedition51,flotus,,,,,,,,,,424,,,Mentions,4/30/2019 21:58,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 21:58,https://twitter.com/#!/xpedition51/status/1123345911059484672,,,1123345911059484672,,1
evagoettle,us,,,,,,,,,,425,,,Mentions,4/30/2019 21:58,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 21:58,https://twitter.com/#!/evagoettle/status/1123346011869417473,,,1123346011869417473,,1
evagoettle,natlparkservice,,,,,,,,,,426,,,Mentions,4/30/2019 21:58,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 21:58,https://twitter.com/#!/evagoettle/status/1123346011869417473,,,1123346011869417473,,1
evagoettle,flotus,,,,,,,,,,427,,,Mentions,4/30/2019 21:58,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 21:58,https://twitter.com/#!/evagoettle/status/1123346011869417473,,,1123346011869417473,,1
ndbarks,natlparkservice,,,,,,,,,,428,,,Mentions,4/30/2019 21:59,"RT @NatlParkService: “My favorite journey is looking out the window.” — Edward Gorey

#FindYourPark on Instagram! Follow https://t.co/VajCu…",,,findyourpark,4/30/2019 21:59,https://twitter.com/#!/ndbarks/status/1123346174168240128,,,1123346174168240128,,1
cre8tvdeb,natlparkservice,,,,,,,,,,429,,,Mentions,4/30/2019 21:59,"RT @NatlParkService: Well hello there!

Do you follow the @NatlParkService on Instagram?

If not, join us at https://t.co/VajCuMxHrS! 

Ima…",http://Instagram.com/nationalparkservice,instagram.com,,4/30/2019 21:59,https://twitter.com/#!/cre8tvdeb/status/1123346239246876673,,,1123346239246876673,,1
jbrpc,littoralsociety,,,,,,,,,,430,,,Mentions,4/30/2019 18:31,"RT @littoralsociety: 180 people at three sites removed 202 bags of marine debris totaling approximately 2,424 lbs. of plastics, bottles, ba…",,,,4/30/2019 18:31,https://twitter.com/#!/jbrpc/status/1123293768063561732,,,1123293768063561732,,1
ackerman_celia,jbrpc,,,,,,,,,,431,,,Mentions,4/30/2019 22:00,@littoralsociety @NatlParkService @JBRPC Awesome work!!!,,,,4/30/2019 22:00,https://twitter.com/#!/ackerman_celia/status/1123346416309612545,,,1123346416309612545,1123293476358107137,1
ackerman_celia,littoralsociety,,,,,,,,,,432,,,Mentions,4/30/2019 21:59,"RT @littoralsociety: 180 people at three sites removed 202 bags of marine debris totaling approximately 2,424 lbs. of plastics, bottles, ba…",,,,4/30/2019 21:59,https://twitter.com/#!/ackerman_celia/status/1123346184528068609,,,1123346184528068609,,1
ackerman_celia,natlparkservice,,,,,,,,,,433,,,Mentions,4/30/2019 22:00,@littoralsociety @NatlParkService @JBRPC Awesome work!!!,,,,4/30/2019 22:00,https://twitter.com/#!/ackerman_celia/status/1123346416309612545,,,1123346416309612545,1123293476358107137,1
ackerman_celia,littoralsociety,,,,,,,,,,434,,,Replies to,4/30/2019 22:00,@littoralsociety @NatlParkService @JBRPC Awesome work!!!,,,,4/30/2019 22:00,https://twitter.com/#!/ackerman_celia/status/1123346416309612545,,,1123346416309612545,1123293476358107137,1
chandrikamaya,us,,,,,,,,,,435,,,Mentions,4/30/2019 22:01,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:01,https://twitter.com/#!/chandrikamaya/status/1123346634551844864,,,1123346634551844864,,1
chandrikamaya,natlparkservice,,,,,,,,,,436,,,Mentions,4/30/2019 22:01,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:01,https://twitter.com/#!/chandrikamaya/status/1123346634551844864,,,1123346634551844864,,1
chandrikamaya,flotus,,,,,,,,,,437,,,Mentions,4/30/2019 22:01,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:01,https://twitter.com/#!/chandrikamaya/status/1123346634551844864,,,1123346634551844864,,1
bex21bex,us,,,,,,,,,,438,,,Mentions,4/30/2019 22:05,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:05,https://twitter.com/#!/bex21bex/status/1123347591796797442,,,1123347591796797442,,1
bex21bex,natlparkservice,,,,,,,,,,439,,,Mentions,4/30/2019 22:05,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:05,https://twitter.com/#!/bex21bex/status/1123347591796797442,,,1123347591796797442,,1
bex21bex,flotus,,,,,,,,,,440,,,Mentions,4/30/2019 22:05,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:05,https://twitter.com/#!/bex21bex/status/1123347591796797442,,,1123347591796797442,,1
tttmmb,whitehouse,,,,,,,,,,441,,,Mentions,4/30/2019 16:33,@FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 16:33,https://twitter.com/#!/tttmmb/status/1123264037712584704,,,1123264037712584704,1122880769347719169,1
tttmmb,usda_ars,,,,,,,,,,442,,,Mentions,4/30/2019 16:33,@FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 16:33,https://twitter.com/#!/tttmmb/status/1123264037712584704,,,1123264037712584704,1122880769347719169,1
tttmmb,natlparkservice,,,,,,,,,,443,,,Mentions,4/30/2019 16:33,@FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 16:33,https://twitter.com/#!/tttmmb/status/1123264037712584704,,,1123264037712584704,1122880769347719169,1
tttmmb,kgjw0w5vmqde8qg,,,,,,,,,,444,,,Mentions,4/30/2019 16:33,@FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 16:33,https://twitter.com/#!/tttmmb/status/1123264037712584704,,,1123264037712584704,1122880769347719169,1
tttmmb,flotus,,,,,,,,,,445,,,Replies to,4/30/2019 16:33,@FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 16:33,https://twitter.com/#!/tttmmb/status/1123264037712584704,,,1123264037712584704,1122880769347719169,1
kgjw0w5vmqde8qg,tttmmb,,,,,,,,,,446,,,Mentions,4/30/2019 22:06,RT @tttmmb: @FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 22:06,https://twitter.com/#!/kgjw0w5vmqde8qg/status/1123348025462542336,,,1123348025462542336,,1
kgjw0w5vmqde8qg,whitehouse,,,,,,,,,,447,,,Mentions,4/30/2019 22:06,RT @tttmmb: @FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 22:06,https://twitter.com/#!/kgjw0w5vmqde8qg/status/1123348025462542336,,,1123348025462542336,,1
kgjw0w5vmqde8qg,usda_ars,,,,,,,,,,448,,,Mentions,4/30/2019 22:06,RT @tttmmb: @FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 22:06,https://twitter.com/#!/kgjw0w5vmqde8qg/status/1123348025462542336,,,1123348025462542336,,1
kgjw0w5vmqde8qg,natlparkservice,,,,,,,,,,449,,,Mentions,4/30/2019 22:06,RT @tttmmb: @FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 22:06,https://twitter.com/#!/kgjw0w5vmqde8qg/status/1123348025462542336,,,1123348025462542336,,1
kgjw0w5vmqde8qg,flotus,,,,,,,,,,450,,,Mentions,4/30/2019 22:06,RT @tttmmb: @FLOTUS @KGJw0W5vmqDE8qG @NatlParkService @USDA_ARS @WhiteHouse bonsai????,,,,4/30/2019 22:06,https://twitter.com/#!/kgjw0w5vmqde8qg/status/1123348025462542336,,,1123348025462542336,,1
reneefazio1,us,,,,,,,,,,451,,,Mentions,4/30/2019 22:13,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:13,https://twitter.com/#!/reneefazio1/status/1123349558447214592,,,1123349558447214592,,1
reneefazio1,natlparkservice,,,,,,,,,,452,,,Mentions,4/30/2019 22:13,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:13,https://twitter.com/#!/reneefazio1/status/1123349558447214592,,,1123349558447214592,,1
reneefazio1,flotus,,,,,,,,,,453,,,Mentions,4/30/2019 22:13,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:13,https://twitter.com/#!/reneefazio1/status/1123349558447214592,,,1123349558447214592,,1
rosemaryhoffart,natlparkservice,,,,,,,,,,454,,,Mentions,4/30/2019 22:16,"RT @NatlParkService: Well hello there!

Do you follow the @NatlParkService on Instagram?

If not, join us at https://t.co/VajCuMxHrS! 

Ima…",http://Instagram.com/nationalparkservice,instagram.com,,4/30/2019 22:16,https://twitter.com/#!/rosemaryhoffart/status/1123350434372972544,,,1123350434372972544,,1
qcode8,whitehouse,,,,,,,,,,455,,,Mentions,4/30/2019 22:17,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,4/30/2019 22:17,https://twitter.com/#!/qcode8/status/1123350680842977280,,,1123350680842977280,,1
qcode8,flotus,,,,,,,,,,456,,,Mentions,4/30/2019 22:17,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,4/30/2019 22:17,https://twitter.com/#!/qcode8/status/1123350680842977280,,,1123350680842977280,,1
bostonhistory,bostonnhp,,,,,,,,,,457,,,Mentions,4/30/2019 22:26,"RT @MsB_History: Ranger Jocelyn from @bostonNHP visits #APUSH to give us a break from exam review, prep us for our Freedom Trail Tours &amp; ta…",,,apush,4/30/2019 22:26,https://twitter.com/#!/bostonhistory/status/1123352951177846784,,,1123352951177846784,,1
bostonhistory,msb_history,,,,,,,,,,458,,,Mentions,4/30/2019 22:26,"RT @MsB_History: Ranger Jocelyn from @bostonNHP visits #APUSH to give us a break from exam review, prep us for our Freedom Trail Tours &amp; ta…",,,apush,4/30/2019 22:26,https://twitter.com/#!/bostonhistory/status/1123352951177846784,,,1123352951177846784,,1
gjacobs181,whitehouse,,,,,,,,,,459,,,Mentions,4/30/2019 22:28,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Your husband cut their budget and raised the cost off entry as a result!!,,,,4/30/2019 22:28,https://twitter.com/#!/gjacobs181/status/1123353369396043778,,,1123353369396043778,1122880769347719169,1
gjacobs181,usda_ars,,,,,,,,,,460,,,Mentions,4/30/2019 22:28,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Your husband cut their budget and raised the cost off entry as a result!!,,,,4/30/2019 22:28,https://twitter.com/#!/gjacobs181/status/1123353369396043778,,,1123353369396043778,1122880769347719169,1
gjacobs181,natlparkservice,,,,,,,,,,461,,,Mentions,4/30/2019 22:28,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Your husband cut their budget and raised the cost off entry as a result!!,,,,4/30/2019 22:28,https://twitter.com/#!/gjacobs181/status/1123353369396043778,,,1123353369396043778,1122880769347719169,1
gjacobs181,flotus,,,,,,,,,,462,,,Replies to,4/30/2019 22:28,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Your husband cut their budget and raised the cost off entry as a result!!,,,,4/30/2019 22:28,https://twitter.com/#!/gjacobs181/status/1123353369396043778,,,1123353369396043778,1122880769347719169,1
stayathomeav,stayathomeav,,,,,,,,,,463,,,Tweet,4/30/2019 22:28,Hi https://t.co/O3ftdNMO3A,https://twitter.com/NatlParkService/status/1123343623175770115,twitter.com,,4/30/2019 22:28,https://twitter.com/#!/stayathomeav/status/1123353370977136640,,,1123353370977136640,,1
kevinking454,us,,,,,,,,,,464,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/kevinking454/status/1123353382163501058,,,1123353382163501058,,1
kevinking454,natlparkservice,,,,,,,,,,465,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/kevinking454/status/1123353382163501058,,,1123353382163501058,,1
kevinking454,flotus,,,,,,,,,,466,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/kevinking454/status/1123353382163501058,,,1123353382163501058,,1
thomas37826534,us,,,,,,,,,,467,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/thomas37826534/status/1123353437075386368,,,1123353437075386368,,1
thomas37826534,natlparkservice,,,,,,,,,,468,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/thomas37826534/status/1123353437075386368,,,1123353437075386368,,1
thomas37826534,flotus,,,,,,,,,,469,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/thomas37826534/status/1123353437075386368,,,1123353437075386368,,1
21alonzo,us,,,,,,,,,,470,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/21alonzo/status/1123353534995554305,,,1123353534995554305,,1
21alonzo,natlparkservice,,,,,,,,,,471,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/21alonzo/status/1123353534995554305,,,1123353534995554305,,1
21alonzo,flotus,,,,,,,,,,472,,,Mentions,4/30/2019 22:28,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:28,https://twitter.com/#!/21alonzo/status/1123353534995554305,,,1123353534995554305,,1
athirdgenesis,athirdgenesis,,,,,,,,,,473,,,Tweet,4/30/2019 22:29,Is this a still from the #SonicTheHedgehog movie? https://t.co/gu2x8CiPvz,https://twitter.com/natlparkservice/status/1123343623175770115,twitter.com,sonicthehedgehog,4/30/2019 22:29,https://twitter.com/#!/athirdgenesis/status/1123353607993094144,,,1123353607993094144,,1
randby1242,us,,,,,,,,,,474,,,Mentions,4/30/2019 22:33,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:33,https://twitter.com/#!/randby1242/status/1123354665788133376,,,1123354665788133376,,1
randby1242,natlparkservice,,,,,,,,,,475,,,Mentions,4/30/2019 22:33,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:33,https://twitter.com/#!/randby1242/status/1123354665788133376,,,1123354665788133376,,1
randby1242,flotus,,,,,,,,,,476,,,Mentions,4/30/2019 22:33,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:33,https://twitter.com/#!/randby1242/status/1123354665788133376,,,1123354665788133376,,1
pauljok1,us,,,,,,,,,,477,,,Mentions,4/30/2019 22:34,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:34,https://twitter.com/#!/pauljok1/status/1123355044588531712,,,1123355044588531712,,1
pauljok1,natlparkservice,,,,,,,,,,478,,,Mentions,4/30/2019 22:34,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:34,https://twitter.com/#!/pauljok1/status/1123355044588531712,,,1123355044588531712,,1
pauljok1,flotus,,,,,,,,,,479,,,Mentions,4/30/2019 22:34,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:34,https://twitter.com/#!/pauljok1/status/1123355044588531712,,,1123355044588531712,,1
takekin0415,dougalpollux,,,,,,,,,,480,,,Mentions,4/30/2019 22:37,RT @dougalpollux: @FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Welcome ???? Mrs Abe to Washington ??,,,,4/30/2019 22:37,https://twitter.com/#!/takekin0415/status/1123355835441172480,,,1123355835441172480,,1
takekin0415,us,,,,,,,,,,481,,,Mentions,4/30/2019 22:37,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:37,https://twitter.com/#!/takekin0415/status/1123355780613169152,,,1123355780613169152,,1
takekin0415,natlparkservice,,,,,,,,,,482,,,Mentions,4/30/2019 22:37,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:37,https://twitter.com/#!/takekin0415/status/1123355780613169152,,,1123355780613169152,,1
takekin0415,flotus,,,,,,,,,,483,,,Mentions,4/30/2019 22:37,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:37,https://twitter.com/#!/takekin0415/status/1123355780613169152,,,1123355780613169152,,1
takekin0415,whitehouse,,,,,,,,,,484,,,Mentions,4/30/2019 22:37,RT @dougalpollux: @FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Welcome ???? Mrs Abe to Washington ??,,,,4/30/2019 22:37,https://twitter.com/#!/takekin0415/status/1123355835441172480,,,1123355835441172480,,1
takekin0415,usda_ars,,,,,,,,,,485,,,Mentions,4/30/2019 22:37,RT @dougalpollux: @FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Welcome ???? Mrs Abe to Washington ??,,,,4/30/2019 22:37,https://twitter.com/#!/takekin0415/status/1123355835441172480,,,1123355835441172480,,1
takekin0415,natlparkservice,,,,,,,,,,486,,,Mentions,4/30/2019 22:37,RT @dougalpollux: @FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Welcome ???? Mrs Abe to Washington ??,,,,4/30/2019 22:37,https://twitter.com/#!/takekin0415/status/1123355835441172480,,,1123355835441172480,,1
takekin0415,flotus,,,,,,,,,,487,,,Mentions,4/30/2019 22:37,RT @dougalpollux: @FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Welcome ???? Mrs Abe to Washington ??,,,,4/30/2019 22:37,https://twitter.com/#!/takekin0415/status/1123355835441172480,,,1123355835441172480,,1
treasuroftravel,treasuroftravel,,,,,,,,,,488,,,Tweet,4/30/2019 18:57,Dates announced for annual viewing of synchronous #fireflies at the #GreatSmokyMountains #NationalPark in… https://t.co/WtCJ8rbXpI,https://twitter.com/i/web/status/1123300238540836864,twitter.com,fireflies greatsmokymountains nationalpark,4/30/2019 18:57,https://twitter.com/#!/treasuroftravel/status/1123300238540836864,,,1123300238540836864,,1
treasuroftravel,treasuroftravel,,,,,,,,,,489,,,Tweet,4/30/2019 22:41,Dates announced for annual viewing of synchronous #fireflies at the #GreatSmokyMountains #NationalPark in… https://t.co/70RhAtWTVG,https://twitter.com/i/web/status/1123356615200182273,twitter.com,fireflies greatsmokymountains nationalpark,4/30/2019 22:41,https://twitter.com/#!/treasuroftravel/status/1123356615200182273,,,1123356615200182273,,1
gatewayarchstl,_healthyparks,,,,,,,,,,490,,,Mentions,4/30/2019 22:42,RT @_healthyparks: How can #VolunteersinParks help with #BarkRanger programs in parks? ??Hint:Dogs get thirsty. Listen to tips from Voluntee…,,,volunteersinparks barkranger,4/30/2019 22:42,https://twitter.com/#!/gatewayarchstl/status/1123357084542750720,,,1123357084542750720,,1
jrlittlejohn,whitehouse,,,,,,,,,,491,,,Mentions,4/30/2019 22:43,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,4/30/2019 22:43,https://twitter.com/#!/jrlittlejohn/status/1123357284539801600,,,1123357284539801600,,1
jrlittlejohn,flotus,,,,,,,,,,492,,,Mentions,4/30/2019 22:43,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,4/30/2019 22:43,https://twitter.com/#!/jrlittlejohn/status/1123357284539801600,,,1123357284539801600,,1
daavetv,interior,,,,,,,,,,493,,,Mentions,4/30/2019 22:54,@JeffSullPhoto @Flickr @GlacierNPS @NatlParkService @visitmontana @Interior Just...DAMN!!!!!,,,,4/30/2019 22:54,https://twitter.com/#!/daavetv/status/1123359878993666054,,,1123359878993666054,1123356769332240384,1
daavetv,visitmontana,,,,,,,,,,494,,,Mentions,4/30/2019 22:54,@JeffSullPhoto @Flickr @GlacierNPS @NatlParkService @visitmontana @Interior Just...DAMN!!!!!,,,,4/30/2019 22:54,https://twitter.com/#!/daavetv/status/1123359878993666054,,,1123359878993666054,1123356769332240384,1
daavetv,natlparkservice,,,,,,,,,,495,,,Mentions,4/30/2019 22:54,@JeffSullPhoto @Flickr @GlacierNPS @NatlParkService @visitmontana @Interior Just...DAMN!!!!!,,,,4/30/2019 22:54,https://twitter.com/#!/daavetv/status/1123359878993666054,,,1123359878993666054,1123356769332240384,1
daavetv,glaciernps,,,,,,,,,,496,,,Mentions,4/30/2019 22:54,@JeffSullPhoto @Flickr @GlacierNPS @NatlParkService @visitmontana @Interior Just...DAMN!!!!!,,,,4/30/2019 22:54,https://twitter.com/#!/daavetv/status/1123359878993666054,,,1123359878993666054,1123356769332240384,1
daavetv,flickr,,,,,,,,,,497,,,Mentions,4/30/2019 22:54,@JeffSullPhoto @Flickr @GlacierNPS @NatlParkService @visitmontana @Interior Just...DAMN!!!!!,,,,4/30/2019 22:54,https://twitter.com/#!/daavetv/status/1123359878993666054,,,1123359878993666054,1123356769332240384,1
daavetv,jeffsullphoto,,,,,,,,,,498,,,Replies to,4/30/2019 22:54,@JeffSullPhoto @Flickr @GlacierNPS @NatlParkService @visitmontana @Interior Just...DAMN!!!!!,,,,4/30/2019 22:54,https://twitter.com/#!/daavetv/status/1123359878993666054,,,1123359878993666054,1123356769332240384,1
cynthialaurent6,us,,,,,,,,,,499,,,Mentions,4/30/2019 22:54,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:54,https://twitter.com/#!/cynthialaurent6/status/1123360073139523584,,,1123360073139523584,,1
cynthialaurent6,natlparkservice,,,,,,,,,,500,,,Mentions,4/30/2019 22:54,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:54,https://twitter.com/#!/cynthialaurent6/status/1123360073139523584,,,1123360073139523584,,1
cynthialaurent6,flotus,,,,,,,,,,501,,,Mentions,4/30/2019 22:54,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:54,https://twitter.com/#!/cynthialaurent6/status/1123360073139523584,,,1123360073139523584,,1
kirsten6772025,us,,,,,,,,,,502,,,Mentions,4/30/2019 22:55,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:55,https://twitter.com/#!/kirsten6772025/status/1123360298461794311,,,1123360298461794311,,1
kirsten6772025,natlparkservice,,,,,,,,,,503,,,Mentions,4/30/2019 22:55,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:55,https://twitter.com/#!/kirsten6772025/status/1123360298461794311,,,1123360298461794311,,1
kirsten6772025,flotus,,,,,,,,,,504,,,Mentions,4/30/2019 22:55,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 22:55,https://twitter.com/#!/kirsten6772025/status/1123360298461794311,,,1123360298461794311,,1
janesherd,us,,,,,,,,,,505,,,Mentions,4/30/2019 23:01,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:01,https://twitter.com/#!/janesherd/status/1123361726567571456,,,1123361726567571456,,1
janesherd,natlparkservice,,,,,,,,,,506,,,Mentions,4/30/2019 23:01,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:01,https://twitter.com/#!/janesherd/status/1123361726567571456,,,1123361726567571456,,1
