,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Vertex 1,Vertex 2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,ID,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),Tweet,URLs in Tweet,Domains in Tweet,Hashtags in Tweet,Tweet Date (UTC),Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,Edge Weight
zevzeazun,natlparkservice,,,,,,,,,,3624,,,Mentions,5/5/2019 1:17,"RT @NatlParkService: May the Fourth be with ewe...

Image: Ewe and lamb at @LincolnBoyhood

#FindYourPark #MayTheFourthBeWithYou https://t.…",,,findyourpark maythefourthbewithyou,5/5/2019 1:17,https://twitter.com/#!/zevzeazun/status/1124845642847858689,,,1124845642847858689,,1
meghan_bb_,natlparkservice,,,,,,,,,,3625,,,Mentions,5/5/2019 1:19,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 1:19,https://twitter.com/#!/meghan_bb_/status/1124845920028385280,,,1124845920028385280,,1
dc_price,natlparkservice,,,,,,,,,,3626,,,Mentions,5/5/2019 0:47,@allisunrae @BrendaBerg @NatlParkService UMM...my all time favorite #NationalPark ever. We need to discuss the epic… https://t.co/25uKfmDuoY,https://twitter.com/i/web/status/1124838002444906496,twitter.com,nationalpark,5/5/2019 0:47,https://twitter.com/#!/dc_price/status/1124838002444906496,,,1124838002444906496,1124793237548535808,1
dc_price,brendaberg,,,,,,,,,,3627,,,Mentions,5/5/2019 0:47,@allisunrae @BrendaBerg @NatlParkService UMM...my all time favorite #NationalPark ever. We need to discuss the epic… https://t.co/25uKfmDuoY,https://twitter.com/i/web/status/1124838002444906496,twitter.com,nationalpark,5/5/2019 0:47,https://twitter.com/#!/dc_price/status/1124838002444906496,,,1124838002444906496,1124793237548535808,1
dc_price,allisunrae,,,,,,,,,,3628,,,Replies to,5/5/2019 0:47,@allisunrae @BrendaBerg @NatlParkService UMM...my all time favorite #NationalPark ever. We need to discuss the epic… https://t.co/25uKfmDuoY,https://twitter.com/i/web/status/1124838002444906496,twitter.com,nationalpark,5/5/2019 0:47,https://twitter.com/#!/dc_price/status/1124838002444906496,,,1124838002444906496,1124793237548535808,1
brendaberg,dc_price,,,,,,,,,,3629,,,Replies to,5/5/2019 1:19,"@dc_price @allisunrae @NatlParkService Mine too! 65 parks and counting! Arches, Mesa Verde, Volcano are pretty spectacular as well.",,,,5/5/2019 1:19,https://twitter.com/#!/brendaberg/status/1124846031290687488,,,1124846031290687488,1124838002444906496,1
ytravelblog,archesnps,,,,,,,,,,3630,,,Mentions,5/5/2019 1:36,"Landscape Arch in Arches National Park, Utah.
#familytravel #travelwithkids #Utah #ArchesNationalPark @ArchesNPS… https://t.co/6mT3XVfDNf",https://twitter.com/i/web/status/1124850420285788160,twitter.com,familytravel travelwithkids utah archesnationalpark,5/5/2019 1:36,https://twitter.com/#!/ytravelblog/status/1124850420285788160,,,1124850420285788160,,1
walkthemilkyway,natlparkservice,,,,,,,,,,3631,,,Mentions,5/5/2019 1:41,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 1:41,https://twitter.com/#!/walkthemilkyway/status/1124851505109114880,,,1124851505109114880,,1
mewiley1,lincolnboyhood,,,,,,,,,,3632,,,Mentions,5/5/2019 1:43,"RT @NatlParkService: May the Fourth be with ewe...

Image: Ewe and lamb at @LincolnBoyhood

#FindYourPark #MayTheFourthBeWithYou https://t.…",,,findyourpark maythefourthbewithyou,5/5/2019 1:43,https://twitter.com/#!/mewiley1/status/1124852081741975552,,,1124852081741975552,,1
mewiley1,natlparkservice,,,,,,,,,,3633,,,Mentions,5/5/2019 1:43,"RT @NatlParkService: May the Fourth be with ewe...

Image: Ewe and lamb at @LincolnBoyhood

#FindYourPark #MayTheFourthBeWithYou https://t.…",,,findyourpark maythefourthbewithyou,5/5/2019 1:43,https://twitter.com/#!/mewiley1/status/1124852081741975552,,,1124852081741975552,,1
dunnmmjs1,natlparkservice,,,,,,,,,,3634,,,Mentions,5/5/2019 1:45,@allisunrae @NatlParkService Drive through Jackson Hole into grand Tetons then Yellowstone. Spend a good week!,,,,5/5/2019 1:45,https://twitter.com/#!/dunnmmjs1/status/1124852525373513729,,,1124852525373513729,1124760346651254786,1
dunnmmjs1,allisunrae,,,,,,,,,,3635,,,Replies to,5/5/2019 1:45,@allisunrae @NatlParkService Drive through Jackson Hole into grand Tetons then Yellowstone. Spend a good week!,,,,5/5/2019 1:45,https://twitter.com/#!/dunnmmjs1/status/1124852525373513729,,,1124852525373513729,1124760346651254786,1
smhommem,us,,,,,,,,,,3636,,,Mentions,5/5/2019 1:47,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 1:47,https://twitter.com/#!/smhommem/status/1124853086361718784,,,1124853086361718784,,1
smhommem,natlparkservice,,,,,,,,,,3637,,,Mentions,5/5/2019 1:47,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 1:47,https://twitter.com/#!/smhommem/status/1124853086361718784,,,1124853086361718784,,1
smhommem,flotus,,,,,,,,,,3638,,,Mentions,5/5/2019 1:47,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 1:47,https://twitter.com/#!/smhommem/status/1124853086361718784,,,1124853086361718784,,1
telemundonews,telemundonews,,,,,,,,,,3639,,,Tweet,5/5/2019 1:00,"?? El Servicio de Parques Nacionales de EEUU compartió esta foto de archivo de dos leones de montaña bebés, a los qu… https://t.co/GEyXNyofv2",https://twitter.com/i/web/status/1124841137837985793,twitter.com,,5/5/2019 1:00,https://twitter.com/#!/telemundonews/status/1124841137837985793,,,1124841137837985793,,1
ricardosnchezh4,telemundonews,,,,,,,,,,3640,,,Mentions,5/5/2019 1:56,"RT @TelemundoNews: ?? El Servicio de Parques Nacionales de EEUU compartió esta foto de archivo de dos leones de montaña bebés, a los que el…",,,,5/5/2019 1:56,https://twitter.com/#!/ricardosnchezh4/status/1124855395225415680,,,1124855395225415680,,1
cardinalsfan192,natlparkservice,,,,,,,,,,3641,,,Mentions,5/5/2019 2:01,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 2:01,https://twitter.com/#!/cardinalsfan192/status/1124856686601232384,,,1124856686601232384,,1
artistablue007,natlparkservice,,,,,,,,,,3642,,,Mentions,5/5/2019 2:10,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 2:10,https://twitter.com/#!/artistablue007/status/1124858805618135050,,,1124858805618135050,,1
archiestra,natlparkservice,,,,,,,,,,3643,,,Mentions,5/5/2019 2:32,RT @NASA: What do @NatlParkService parks look like from 250 miles above Earth? ??Take a peek at our gallery of images captured from the Inte…,,,,5/5/2019 2:32,https://twitter.com/#!/archiestra/status/1124864382523981824,,,1124864382523981824,,1
archiestra,nasa,,,,,,,,,,3644,,,Mentions,5/5/2019 2:32,RT @NASA: What do @NatlParkService parks look like from 250 miles above Earth? ??Take a peek at our gallery of images captured from the Inte…,,,,5/5/2019 2:32,https://twitter.com/#!/archiestra/status/1124864382523981824,,,1124864382523981824,,1
jacksback2007,us,,,,,,,,,,3645,,,Mentions,5/5/2019 2:33,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 2:33,https://twitter.com/#!/jacksback2007/status/1124864707691728897,,,1124864707691728897,,1
jacksback2007,natlparkservice,,,,,,,,,,3646,,,Mentions,5/5/2019 2:33,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 2:33,https://twitter.com/#!/jacksback2007/status/1124864707691728897,,,1124864707691728897,,1
jacksback2007,flotus,,,,,,,,,,3647,,,Mentions,5/5/2019 2:33,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 2:33,https://twitter.com/#!/jacksback2007/status/1124864707691728897,,,1124864707691728897,,1
jacksback2007,whitehouse,,,,,,,,,,3648,,,Mentions,5/5/2019 2:33,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,5/5/2019 2:33,https://twitter.com/#!/jacksback2007/status/1124864743502749696,,,1124864743502749696,,1
jacksback2007,flotus,,,,,,,,,,3649,,,Mentions,5/5/2019 2:33,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,5/5/2019 2:33,https://twitter.com/#!/jacksback2007/status/1124864743502749696,,,1124864743502749696,,1
sheilaathens,natlparkservice,,,,,,,,,,3650,,,Mentions,5/5/2019 2:37,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 2:37,https://twitter.com/#!/sheilaathens/status/1124865790019297281,,,1124865790019297281,,1
jogdmc,natlparkservice,,,,,,,,,,3651,,,Mentions,5/5/2019 2:54,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 2:54,https://twitter.com/#!/jogdmc/status/1124870007597481984,,,1124870007597481984,,1
allisunrae,brendaberg,,,,,,,,,,3652,,,Replies to,5/4/2019 21:49,"@BrendaBerg @NatlParkService I think we're open to either! Hmm, so it might make more sense to hit Rushmore/Badland… https://t.co/ChnfCyf6fG",https://twitter.com/i/web/status/1124793237548535808,twitter.com,,5/4/2019 21:49,https://twitter.com/#!/allisunrae/status/1124793237548535808,,,1124793237548535808,1124791028429594624,1
brendaberg,natlparkservice,,,,,,,,,,3653,,,Mentions,5/4/2019 21:40,"@allisunrae @NatlParkService All are amazing. Glacier should be the priority, since the glacier is melting and won’… https://t.co/mGhREOF9Ni",https://twitter.com/i/web/status/1124791028429594624,twitter.com,,5/4/2019 21:40,https://twitter.com/#!/brendaberg/status/1124791028429594624,,,1124791028429594624,1124760346651254786,1
brendaberg,allisunrae,,,,,,,,,,3654,,,Replies to,5/4/2019 21:40,"@allisunrae @NatlParkService All are amazing. Glacier should be the priority, since the glacier is melting and won’… https://t.co/mGhREOF9Ni",https://twitter.com/i/web/status/1124791028429594624,twitter.com,,5/4/2019 21:40,https://twitter.com/#!/brendaberg/status/1124791028429594624,,,1124791028429594624,1124760346651254786,1
brendaberg,natlparkservice,,,,,,,,,,3655,,,Mentions,5/5/2019 1:19,"@dc_price @allisunrae @NatlParkService Mine too! 65 parks and counting! Arches, Mesa Verde, Volcano are pretty spectacular as well.",,,,5/5/2019 1:19,https://twitter.com/#!/brendaberg/status/1124846031290687488,,,1124846031290687488,1124838002444906496,1
brendaberg,allisunrae,,,,,,,,,,3656,,,Mentions,5/5/2019 1:19,"@dc_price @allisunrae @NatlParkService Mine too! 65 parks and counting! Arches, Mesa Verde, Volcano are pretty spectacular as well.",,,,5/5/2019 1:19,https://twitter.com/#!/brendaberg/status/1124846031290687488,,,1124846031290687488,1124838002444906496,1
agallagher14,brendaberg,,,,,,,,,,3657,,,Mentions,5/5/2019 2:55,"@allisunrae @BrendaBerg @NatlParkService I think Yellowstone is amazing. I haven’t been to Glacier, but I’ve been t… https://t.co/lZXBNqlleG",https://twitter.com/i/web/status/1124870242339942402,twitter.com,,5/5/2019 2:55,https://twitter.com/#!/agallagher14/status/1124870242339942402,,,1124870242339942402,1124793237548535808,1
agallagher14,natlparkservice,,,,,,,,,,3658,,,Mentions,5/5/2019 2:55,"@allisunrae @BrendaBerg @NatlParkService I think Yellowstone is amazing. I haven’t been to Glacier, but I’ve been t… https://t.co/lZXBNqlleG",https://twitter.com/i/web/status/1124870242339942402,twitter.com,,5/5/2019 2:55,https://twitter.com/#!/agallagher14/status/1124870242339942402,,,1124870242339942402,1124793237548535808,1
agallagher14,allisunrae,,,,,,,,,,3659,,,Replies to,5/5/2019 2:55,"@allisunrae @BrendaBerg @NatlParkService I think Yellowstone is amazing. I haven’t been to Glacier, but I’ve been t… https://t.co/lZXBNqlleG",https://twitter.com/i/web/status/1124870242339942402,twitter.com,,5/5/2019 2:55,https://twitter.com/#!/agallagher14/status/1124870242339942402,,,1124870242339942402,1124793237548535808,1
sagemountaintr2,natlparkservice,,,,,,,,,,3660,,,Mentions,5/5/2019 2:57,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 2:57,https://twitter.com/#!/sagemountaintr2/status/1124870745559977984,,,1124870745559977984,,1
periodicdose,natlparkservice,,,,,,,,,,3661,,,Mentions,5/5/2019 3:01,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 3:01,https://twitter.com/#!/periodicdose/status/1124871642948296706,,,1124871642948296706,,1
susnicholson,natlparkservice,,,,,,,,,,3662,,,Mentions,5/5/2019 3:02,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 3:02,https://twitter.com/#!/susnicholson/status/1124871979260157953,,,1124871979260157953,,1
hulshizerj,natlparkservice,,,,,,,,,,3663,,,Mentions,5/5/2019 3:03,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 3:03,https://twitter.com/#!/hulshizerj/status/1124872240984674304,,,1124872240984674304,,1
apiercelsm,natlparkservice,,,,,,,,,,3664,,,Mentions,5/5/2019 3:09,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 3:09,https://twitter.com/#!/apiercelsm/status/1124873624052219904,,,1124873624052219904,,1
brucepknight,natlparkservice,,,,,,,,,,3665,,,Mentions,5/5/2019 3:18,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 3:18,https://twitter.com/#!/brucepknight/status/1124876084271411200,,,1124876084271411200,,1
harthallhellion,natlparkservice,,,,,,,,,,3666,,,Mentions,5/5/2019 3:21,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 3:21,https://twitter.com/#!/harthallhellion/status/1124876758426226688,,,1124876758426226688,,1
jacksonscafe,natlparkservice,,,,,,,,,,3667,,,Replies to,5/5/2019 3:28,@NatlParkService mesa verde,,,,5/5/2019 3:28,https://twitter.com/#!/jacksonscafe/status/1124878385849696257,,,1124878385849696257,1124806411345629185,1
mgrollins,lincolnboyhood,,,,,,,,,,3668,,,Mentions,5/5/2019 3:31,"RT @NatlParkService: May the Fourth be with ewe...

Image: Ewe and lamb at @LincolnBoyhood

#FindYourPark #MayTheFourthBeWithYou https://t.…",,,findyourpark maythefourthbewithyou,5/5/2019 3:31,https://twitter.com/#!/mgrollins/status/1124879309405995009,,,1124879309405995009,,1
mgrollins,natlparkservice,,,,,,,,,,3669,,,Mentions,5/5/2019 3:31,"RT @NatlParkService: May the Fourth be with ewe...

Image: Ewe and lamb at @LincolnBoyhood

#FindYourPark #MayTheFourthBeWithYou https://t.…",,,findyourpark maythefourthbewithyou,5/5/2019 3:31,https://twitter.com/#!/mgrollins/status/1124879309405995009,,,1124879309405995009,,1
redtailsunset,natlparkservice,,,,,,,,,,3670,,,Mentions,5/5/2019 3:59,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 3:59,https://twitter.com/#!/redtailsunset/status/1124886386237157376,,,1124886386237157376,,1
naturetechfam,natlparkservice,,,,,,,,,,3671,,,Mentions,5/5/2019 4:03,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 4:03,https://twitter.com/#!/naturetechfam/status/1124887420657381377,,,1124887420657381377,,1
alieve7,natlparkservice,,,,,,,,,,3672,,,Replies to,5/5/2019 4:11,@NatlParkService Favorite memories with family at Yellowstone and Bryce laying down looking at stars. Love it!,,,,5/5/2019 4:11,https://twitter.com/#!/alieve7/status/1124889297163829248,,,1124889297163829248,1124806411345629185,1
dive_dark,natlparkservice,,,,,,,,,,3673,,,Replies to,5/5/2019 4:12,"@NatlParkService Big bend, bb",,,,5/5/2019 4:12,https://twitter.com/#!/dive_dark/status/1124889705814925313,,,1124889705814925313,1124806411345629185,1
cbh0021,us,,,,,,,,,,3674,,,Mentions,5/5/2019 4:17,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:17,https://twitter.com/#!/cbh0021/status/1124890839291973633,,,1124890839291973633,,1
cbh0021,natlparkservice,,,,,,,,,,3675,,,Mentions,5/5/2019 4:17,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:17,https://twitter.com/#!/cbh0021/status/1124890839291973633,,,1124890839291973633,,1
cbh0021,flotus,,,,,,,,,,3676,,,Mentions,5/5/2019 4:17,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:17,https://twitter.com/#!/cbh0021/status/1124890839291973633,,,1124890839291973633,,1
beenewsdaily2,us,,,,,,,,,,3677,,,Mentions,5/5/2019 4:18,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:18,https://twitter.com/#!/beenewsdaily2/status/1124891066631708673,,,1124891066631708673,,1
beenewsdaily2,natlparkservice,,,,,,,,,,3678,,,Mentions,5/5/2019 4:18,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:18,https://twitter.com/#!/beenewsdaily2/status/1124891066631708673,,,1124891066631708673,,1
beenewsdaily2,flotus,,,,,,,,,,3679,,,Mentions,5/5/2019 4:18,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:18,https://twitter.com/#!/beenewsdaily2/status/1124891066631708673,,,1124891066631708673,,1
parkrangerjohn,natlparkservice,,,,,,,,,,3680,,,Mentions,5/5/2019 4:42,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 4:42,https://twitter.com/#!/parkrangerjohn/status/1124897031019872256,,,1124897031019872256,,1
colleen9111957,whitehouse,,,,,,,,,,3681,,,Mentions,5/5/2019 4:42,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse ty??,,,,5/5/2019 4:42,https://twitter.com/#!/colleen9111957/status/1124897085969448966,,,1124897085969448966,1122880769347719169,1
colleen9111957,usda_ars,,,,,,,,,,3682,,,Mentions,5/5/2019 4:42,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse ty??,,,,5/5/2019 4:42,https://twitter.com/#!/colleen9111957/status/1124897085969448966,,,1124897085969448966,1122880769347719169,1
colleen9111957,natlparkservice,,,,,,,,,,3683,,,Mentions,5/5/2019 4:42,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse ty??,,,,5/5/2019 4:42,https://twitter.com/#!/colleen9111957/status/1124897085969448966,,,1124897085969448966,1122880769347719169,1
colleen9111957,flotus,,,,,,,,,,3684,,,Replies to,5/5/2019 4:42,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse ty??,,,,5/5/2019 4:42,https://twitter.com/#!/colleen9111957/status/1124897085969448966,,,1124897085969448966,1122880769347719169,1
tj78622589,us,,,,,,,,,,3685,,,Mentions,5/5/2019 4:44,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:44,https://twitter.com/#!/tj78622589/status/1124897514543562753,,,1124897514543562753,,1
tj78622589,natlparkservice,,,,,,,,,,3686,,,Mentions,5/5/2019 4:44,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:44,https://twitter.com/#!/tj78622589/status/1124897514543562753,,,1124897514543562753,,1
tj78622589,flotus,,,,,,,,,,3687,,,Mentions,5/5/2019 4:44,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/5/2019 4:44,https://twitter.com/#!/tj78622589/status/1124897514543562753,,,1124897514543562753,,1
haidercom5,natlparkservice,,,,,,,,,,3688,,,Mentions,5/5/2019 4:44,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 4:44,https://twitter.com/#!/haidercom5/status/1124897514661056512,,,1124897514661056512,,1
haidercom5,natlparkservice,,,,,,,,,,3689,,,Replies to,5/5/2019 4:44,@NatlParkService Zabardast,,,,5/5/2019 4:44,https://twitter.com/#!/haidercom5/status/1124897616960081921,,,1124897616960081921,1124806411345629185,1
kristisgeorge,santamonicamtns,,,,,,,,,,3690,,,Mentions,5/3/2019 1:48,"?? BOBCAT KITTENS! ?? 
https://t.co/83W2j5Kqvo 
@NatlParkService  @SantaMonicaMtns",https://www.flickr.com/photos/santamonicamtns/47591803902/in/photostream,flickr.com,,5/3/2019 1:48,https://twitter.com/#!/kristisgeorge/status/1124128678349287424,,,1124128678349287424,,1
kristisgeorge,natlparkservice,,,,,,,,,,3691,,,Mentions,5/2/2019 1:52,"RT @NatlParkService: Who are YOU in the great outdoors?

#FindYourPark ???????????????? https://t.co/0HyvcsaFqh",,,findyourpark,5/2/2019 1:52,https://twitter.com/#!/kristisgeorge/status/1123767265919406090,,,1123767265919406090,,1
kristisgeorge,natlparkservice,,,,,,,,,,3692,,,Mentions,5/3/2019 1:48,"?? BOBCAT KITTENS! ?? 
https://t.co/83W2j5Kqvo 
@NatlParkService  @SantaMonicaMtns",https://www.flickr.com/photos/santamonicamtns/47591803902/in/photostream,flickr.com,,5/3/2019 1:48,https://twitter.com/#!/kristisgeorge/status/1124128678349287424,,,1124128678349287424,,1
kristisgeorge,natlparkservice,,,,,,,,,,3693,,,Mentions,5/5/2019 4:49,"RT @NatlParkService: Who has the best park stars? #ParkStarWars

Learn more about night skies in your parks at  https://t.co/nVYwjVjFJx

Im…",https://www.nps.gov/subjects/nightskies/index.htm,nps.gov,parkstarwars,5/5/2019 4:49,https://twitter.com/#!/kristisgeorge/status/1124899017299775488,,,1124899017299775488,,1
amartinphotopnw,natlparkservice,,,,,,,,,,3694,,,Replies to,5/5/2019 1:09,@NatlParkService Crater Lake is laughing at all of you ?? https://t.co/02GoP70qUt,,,,5/5/2019 1:09,https://twitter.com/#!/amartinphotopnw/status/1124843648481472512,,,1124843648481472512,1124806411345629185,1
bjunco4,amartinphotopnw,,,,,,,,,,3695,,,Replies to,5/5/2019 4:52,@amartinphotoPNW @NatlParkService And the Big Island of Hawaii is laughing at you.,,,,5/5/2019 4:52,https://twitter.com/#!/bjunco4/status/1124899585510367233,,,1124899585510367233,1124843648481472512,1
bjunco4,natgeophotos,,,,,,,,,,3696,,,Mentions,5/5/2019 4:58,@BrianAkerson @NatlParkService @CapeHatterasNPS @NikonUSA @lexarmemory @Adobe @Lightroom @Photoshop @NatGeoPhotos… https://t.co/0LMCibNn9R,https://twitter.com/i/web/status/1124901194990784513,twitter.com,,5/5/2019 4:58,https://twitter.com/#!/bjunco4/status/1124901194990784513,,,1124901194990784513,1124812417798692864,1
bjunco4,photoshop,,,,,,,,,,3697,,,Mentions,5/5/2019 4:58,@BrianAkerson @NatlParkService @CapeHatterasNPS @NikonUSA @lexarmemory @Adobe @Lightroom @Photoshop @NatGeoPhotos… https://t.co/0LMCibNn9R,https://twitter.com/i/web/status/1124901194990784513,twitter.com,,5/5/2019 4:58,https://twitter.com/#!/bjunco4/status/1124901194990784513,,,1124901194990784513,1124812417798692864,1
bjunco4,lightroom,,,,,,,,,,3698,,,Mentions,5/5/2019 4:58,@BrianAkerson @NatlParkService @CapeHatterasNPS @NikonUSA @lexarmemory @Adobe @Lightroom @Photoshop @NatGeoPhotos… https://t.co/0LMCibNn9R,https://twitter.com/i/web/status/1124901194990784513,twitter.com,,5/5/2019 4:58,https://twitter.com/#!/bjunco4/status/1124901194990784513,,,1124901194990784513,1124812417798692864,1
bjunco4,adobe,,,,,,,,,,3699,,,Mentions,5/5/2019 4:58,@BrianAkerson @NatlParkService @CapeHatterasNPS @NikonUSA @lexarmemory @Adobe @Lightroom @Photoshop @NatGeoPhotos… https://t.co/0LMCibNn9R,https://twitter.com/i/web/status/1124901194990784513,twitter.com,,5/5/2019 4:58,https://twitter.com/#!/bjunco4/status/1124901194990784513,,,1124901194990784513,1124812417798692864,1
bjunco4,lexarmemory,,,,,,,,,,3700,,,Mentions,5/5/2019 4:58,@BrianAkerson @NatlParkService @CapeHatterasNPS @NikonUSA @lexarmemory @Adobe @Lightroom @Photoshop @NatGeoPhotos… https://t.co/0LMCibNn9R,https://twitter.com/i/web/status/1124901194990784513,twitter.com,,5/5/2019 4:58,https://twitter.com/#!/bjunco4/status/1124901194990784513,,,1124901194990784513,1124812417798692864,1
